monthly_income,emi,monthly_expense,savings,risk_level
60500,12205,44302,3993,Medium
31309,4179,14686,12444,Low
70230,37831,28835,3564,Medium
45027,13269,14571,17187,Low
87541,32467,27409,27665,Medium
74321,43405,56832,-25916,Medium
15956,2126,6073,7757,Low
89131,37805,51752,-426,Medium
62908,8621,41741,12546,Medium
93339,26856,51990,14493,Low
40963,20559,12955,7449,Medium
54443,17244,41926,-4727,Medium
54063,32361,16559,5143,Medium
95818,36365,72547,-13094,Medium
19703,5134,16471,-1902,Medium
80128,16831,44847,18450,Low
87099,23974,54116,9009,Medium
40849,11693,23945,5211,Low
46860,6295,25000,15565,Low
46585,13266,38779,-5460,Medium
37015,12293,30957,-6235,Medium
92539,42694,46407,3438,Medium
58585,25095,39195,-5705,Medium
41958,19064,35922,-13028,Medium
41017,4273,35981,763,Medium
91707,19151,55517,17039,Medium
60350,26001,34501,-152,Medium
27201,9302,12708,5191,Medium
44426,4560,38887,979,Medium
32778,16462,12642,3674,Medium
60241,29301,39030,-8090,Medium
57229,21415,26870,8944,Medium
63364,8442,29616,25306,Low
99878,48266,54231,-2619,Medium
72056,28235,64798,-20977,Medium
42490,20861,14148,7481,Medium
34975,16643,22633,-4301,Medium
41723,20924,14583,6216,Medium
38279,13742,15032,9505,Medium
93301,15876,52597,24828,Low
26561,11569,16103,-1111,Medium
81061,33254,36905,10902,Medium
64153,30224,31426,2503,Medium
48142,8903,16954,22285,Low
41916,8277,20200,13439,Low
79324,43247,69799,-33722,High
59965,28482,51979,-20496,Medium
19648,10887,9842,-1081,Medium
50133,24031,32211,-6109,Medium
65677,26177,55546,-16046,Medium
85135,36358,25856,22921,Medium
50046,27253,39356,-16563,Medium
62064,24167,53934,-16037,Medium
84350,35106,29926,19318,Medium
60893,10853,24166,25874,Low
76272,25700,66848,-16276,Medium
82649,37869,51450,-6670,Medium
79674,18760,24580,36334,Low
28760,5784,13073,9903,Low
36927,9487,21047,6393,Low
76367,16858,54659,4850,Medium
27588,5723,20412,1453,Medium
67233,21005,60325,-14097,Medium
59738,33090,28226,-1578,Medium
48397,17109,30148,1140,Medium
97189,18850,60256,18083,Medium
91367,12653,49647,29067,Low
86260,38651,34633,12976,Medium
91619,26697,81217,-16295,Medium
34816,17788,28270,-11242,High
57240,24599,34286,-1645,Medium
21276,10598,14083,-3405,Medium
94530,22306,41248,30976,Low
38499,17177,24110,-2788,Medium
97495,22621,69902,4972,Medium
86635,49341,52769,-15475,Medium
50946,21304,45554,-15912,Medium
70204,18411,46812,4981,Medium
66886,15701,34953,16232,Low
86652,16937,66140,3575,Medium
30563,13671,12294,4598,Medium
24847,5201,13186,6460,Low
41155,16365,20913,3877,Medium
94671,21993,52929,19749,Low
98310,42370,75607,-19667,Medium
82278,41753,48585,-8060,Medium
33309,16288,25861,-8840,Medium
15619,7503,10088,-1972,Medium
98194,19036,49611,29547,Low
65108,9388,51174,4546,Medium
49707,22342,22018,5347,Medium
35337,10041,15358,9938,Low
96537,30522,58183,7832,Medium
81504,9419,37207,34878,Low
62614,14387,19125,29102,Low
15281,1785,10528,2968,Medium
42420,22889,25734,-6203,Medium
95896,21259,54402,20235,Low
54030,20459,47556,-13985,Medium
16058,1918,10320,3820,Medium
91260,39554,74656,-22950,Medium
43404,11350,16652,15402,Low
44856,24624,28776,-8544,Medium
24200,13166,19863,-8829,High
79178,20795,51454,6929,Medium
48997,26971,35807,-13781,Medium
40611,24288,21248,-4925,Medium
56235,28832,19989,7414,Medium
50057,26151,28769,-4863,Medium
16239,3645,8715,3879,Low
80661,31324,66161,-16824,Medium
60272,8054,26905,25313,Low
76212,11238,67069,-2095,Medium
30398,18221,26594,-14417,High
71503,18828,32074,20601,Low
21638,10258,11010,370,Medium
21570,10856,18061,-7347,High
83785,44323,73728,-34266,High
24110,14437,13647,-3974,Medium
94141,20781,46373,26987,Low
27115,3258,16693,7164,Medium
54062,16521,38527,-986,Medium
37911,6256,17593,14062,Low
47556,5288,35281,6987,Medium
93131,26096,30825,36210,Low
16969,8346,5592,3031,Medium
58753,22507,31243,5003,Medium
97811,25077,50087,22647,Low
19470,8317,9528,1625,Medium
25225,5448,14999,4778,Low
38196,4094,18809,15293,Low
28669,13823,11907,2939,Medium
52380,21573,25440,5367,Medium
63320,30466,56034,-23180,Medium
62414,7456,34119,20839,Low
30577,15856,17331,-2610,Medium
70409,28851,45479,-3921,Medium
43625,16651,38826,-11852,Medium
96040,39597,42734,13709,Medium
39089,20803,27705,-9419,Medium
51487,20258,37564,-6335,Medium
80838,31565,53708,-4435,Medium
65138,38779,23003,3356,Medium
57823,27660,40830,-10667,Medium
52208,16766,17670,17772,Medium
69061,31332,45420,-7691,Medium
45659,13451,33958,-1750,Medium
46890,10054,20002,16834,Low
94134,37505,75775,-19146,Medium
62055,35004,19746,7305,Medium
34508,19482,27823,-12797,High
57287,15522,33008,8757,Low
93916,34170,40435,19311,Medium
41984,8641,15965,17378,Low
23125,13824,20164,-10863,High
51059,30153,17543,3363,Medium
84569,35921,35472,13176,Medium
32087,16114,16322,-349,Medium
20704,9473,13916,-2685,Medium
75576,29971,47377,-1772,Medium
88384,11195,33178,44011,Low
87460,28632,41441,17387,Medium
42208,18461,18708,5039,Medium
81024,35550,34688,10786,Medium
54882,15727,30003,9152,Low
40923,23360,29563,-12000,Medium
44165,8112,19011,17042,Low
82203,28785,42746,10672,Medium
19114,8514,10217,383,Medium
79965,35869,70838,-26742,Medium
51321,21776,44792,-15247,Medium
88297,20983,68878,-1564,Medium
40426,7200,17989,15237,Low
32772,13697,11169,7906,Medium
18712,7478,9171,2063,Medium
16367,3104,7530,5733,Low
66924,30287,40392,-3755,Medium
18726,6134,14356,-1764,Medium
42723,18536,34818,-10631,Medium
24108,12504,19453,-7849,High
92714,17139,47822,27753,Low
50643,5549,36075,9019,Medium
46324,22677,22592,1055,Medium
98360,39820,33102,25438,Medium
23927,10762,17249,-4084,Medium
37443,19435,11453,6555,Medium
94973,47619,51808,-4454,Medium
78449,45536,39038,-6125,Medium
91743,33758,65690,-7705,Medium
75233,25898,57158,-7823,Medium
40537,12199,19557,8781,Medium
92576,16371,72855,3350,Medium
37612,14529,17916,5167,Medium
21471,5120,12191,4160,Low
50631,28386,37275,-15030,Medium
46348,18149,33173,-4974,Medium
79732,31607,71154,-23029,Medium
16177,4488,7038,4651,Low
19760,2489,13780,3491,Medium
47779,5536,31811,10432,Medium
36636,11418,31106,-5888,Medium
96889,13785,38156,44948,Low
68551,27655,51487,-10591,Medium
26556,14353,17021,-4818,Medium
42598,23065,19799,-266,Medium
26563,11409,15530,-376,Medium
61819,12710,30925,18184,Low
88770,47181,57486,-15897,Medium
41966,22789,34974,-15797,High
96709,19179,62046,15484,Medium
74889,35101,50852,-11064,Medium
41987,10213,25664,6110,Medium
93714,46980,30991,15743,Medium
73348,43907,32252,-2811,Medium
39596,4554,23567,11475,Low
48174,26432,23419,-1677,Medium
79106,32537,32358,14211,Medium
84967,49849,51190,-16072,Medium
74182,24665,36622,12895,Medium
54310,28441,24703,1166,Medium
71088,9326,41116,20646,Low
23906,6398,9083,8425,Low
51914,6930,44471,513,Medium
60379,35483,49548,-24652,High
93612,47600,67828,-21816,Medium
52650,27708,19150,5792,Medium
61881,35209,47371,-20699,Medium
61413,8754,48195,4464,Medium
21012,6152,15982,-1122,Medium
65115,8824,23987,32304,Low
22151,4549,15203,2399,Medium
72716,15610,58216,-1110,Medium
51378,17188,33211,979,Medium
57652,13506,39655,4491,Medium
87430,13157,50273,24000,Low
28467,5230,17570,5667,Medium
46010,7989,14752,23269,Low
69691,40876,47625,-18810,Medium
79157,37967,27615,13575,Medium
27289,15933,15309,-3953,Medium
59976,19184,28524,12268,Medium
58596,14015,36754,7827,Medium
38171,19052,14506,4613,Medium
59139,15561,42283,1295,Medium
63713,15908,49505,-1700,Medium
44734,9673,17804,17257,Low
87588,14437,31758,41393,Low
78646,17949,30460,30237,Low
18654,5179,15413,-1938,Medium
33743,14745,20816,-1818,Medium
63368,8319,36776,18273,Low
89172,18302,32461,38409,Low
21441,10817,14788,-4164,Medium
39611,6870,32512,229,Medium
27149,7366,21635,-1852,Medium
74189,39492,50124,-15427,Medium
36675,6508,12659,17508,Low
86031,12162,31611,42258,Low
57668,19737,19006,18925,Medium
28673,7202,13031,8440,Low
91666,34989,34961,21716,Medium
95758,48061,43668,4029,Medium
80429,13558,42710,24161,Low
