amount,hour,merchant_new,txn_count_today,anomaly_flag
42553,17,0,2,1
46243,2,0,4,1
48516,21,0,7,1
15371,18,1,3,0
12696,2,1,6,1
22167,11,0,3,0
4943,21,1,5,0
9526,4,0,5,0
17320,9,0,2,0
21752,8,0,4,0
4432,0,1,3,1
1835,12,1,3,0
45848,2,0,6,1
11785,18,0,2,0
30227,10,1,7,1
30762,15,0,4,1
16729,5,0,2,0
43063,23,1,1,1
35415,2,1,3,1
17114,18,0,2,0
30613,5,0,2,1
33142,7,0,6,1
47978,21,0,7,1
26917,12,1,1,0
45432,11,0,5,1
33804,9,1,3,1
19552,2,0,6,1
810,3,0,7,1
24192,0,0,7,1
44703,12,1,2,1
42046,23,0,3,1
17340,3,0,5,0
5549,21,0,7,1
414,10,0,2,0
19847,18,0,7,1
40845,10,0,1,1
32585,11,0,7,1
46350,10,0,3,1
47226,5,0,7,1
16155,11,0,7,1
7989,8,0,6,1
13986,9,0,1,0
42079,2,0,5,1
15913,2,1,5,1
12611,19,0,3,0
10497,22,0,5,0
30674,15,0,4,1
46990,2,1,6,1
44696,9,1,3,1
12461,23,0,7,1
19515,10,0,4,0
38266,7,0,5,1
19692,5,1,7,1
31312,19,1,3,1
30413,10,0,4,1
2157,20,1,5,0
7978,11,1,2,0
48052,15,0,2,1
19367,17,0,1,0
49128,12,0,2,1
25067,21,0,4,0
13578,2,1,6,1
13363,14,0,2,0
1609,21,1,3,0
15217,20,1,3,0
15393,13,0,3,0
38648,17,0,2,1
7573,13,1,7,1
49827,4,1,2,1
28489,20,1,1,0
15574,13,0,6,1
13335,7,0,7,1
11023,22,0,6,1
22744,14,1,7,1
35824,14,0,7,1
4352,18,1,5,0
22441,19,0,1,0
4661,5,1,4,1
9422,18,0,3,0
24362,7,0,2,0
14130,5,0,5,0
15132,19,0,5,0
47459,22,0,7,1
42911,14,0,2,1
30727,2,0,1,1
20924,9,0,5,0
8428,14,1,6,1
1647,23,0,1,0
11650,15,0,2,0
3797,16,1,7,1
13929,18,0,1,0
13067,10,1,7,1
24865,15,0,6,1
19014,4,0,3,0
28862,4,0,7,1
40250,13,0,7,1
24764,17,0,2,0
18940,7,0,6,1
4775,4,0,2,0
43255,6,0,6,1
20734,15,0,6,1
26375,22,0,5,0
32592,13,0,5,1
46087,4,0,5,1
13142,23,0,3,0
30432,8,0,3,1
39820,3,0,6,1
25507,3,0,4,0
6181,15,0,2,0
46079,23,0,5,1
25265,16,0,2,0
12662,14,0,7,1
37355,3,0,6,1
13141,5,0,1,0
35153,15,0,6,1
37139,3,0,3,1
29809,5,1,4,1
46072,4,1,1,1
609,15,0,2,0
763,15,0,3,0
37411,9,0,5,1
15234,8,1,1,0
15311,3,0,3,0
20422,13,1,2,0
32190,3,0,6,1
33074,11,0,2,1
47392,23,0,1,1
32594,9,0,1,1
87,3,0,6,1
43082,17,0,1,1
12747,12,0,4,0
41470,12,1,5,1
48748,13,0,3,1
31757,17,0,6,1
26066,0,0,2,0
34650,20,1,2,1
48335,15,1,5,1
24034,14,0,1,0
5217,21,0,1,0
482,4,0,2,0
4201,5,0,5,0
47730,5,0,2,1
6461,2,1,1,1
30838,15,0,6,1
26673,11,0,3,0
22154,3,0,1,0
306,0,1,6,1
33489,3,0,3,1
33307,0,0,7,1
39707,20,0,4,1
44724,7,0,5,1
18116,23,1,6,1
45421,4,0,4,1
32796,1,1,1,1
2510,11,0,7,1
37347,21,0,5,1
34793,16,1,6,1
3266,6,0,7,1
14317,10,0,1,0
9631,3,0,5,0
4565,4,0,5,0
22126,5,0,1,0
44866,10,1,1,1
9826,0,1,7,1
21997,9,0,7,1
3013,19,0,6,1
6836,23,0,5,0
13916,20,0,6,1
39018,10,0,7,1
32355,23,0,5,1
17410,16,0,6,1
40163,7,0,1,1
32863,12,0,1,1
1243,19,0,2,0
4562,17,1,7,1
22716,21,0,6,1
16680,15,0,2,0
9033,1,0,2,0
686,4,0,4,0
3825,17,0,5,0
2471,2,0,3,0
13075,21,1,4,0
9330,16,0,7,1
37001,15,0,5,1
11401,5,0,3,0
49914,18,1,2,1
38141,6,1,3,1
45706,17,1,1,1
30221,13,0,7,1
3694,5,1,1,1
16192,7,0,6,1
7823,14,0,5,0
28516,14,1,4,0
10828,14,1,7,1
12551,15,0,2,0
47227,0,0,7,1
2158,10,0,5,0
29419,4,0,2,0
36432,4,0,1,1
25868,20,1,7,1
10301,5,0,4,0
23391,1,1,4,1
11728,5,1,1,1
14417,13,0,3,0
29722,10,1,4,0
4382,3,0,3,0
12052,23,0,2,0
20334,8,0,4,0
15750,23,0,6,1
13819,2,1,1,1
29368,15,1,7,1
24373,10,0,3,0
27660,3,1,6,1
7013,0,0,2,0
7888,20,1,2,0
45217,21,0,4,1
12293,15,0,4,0
27989,18,0,6,1
1895,15,0,5,0
46760,10,0,5,1
16816,7,1,4,0
36930,22,0,5,1
12830,0,1,1,1
48508,20,1,6,1
42906,8,0,1,1
1559,11,0,5,0
24007,21,1,4,0
45222,7,0,1,1
34396,16,0,2,1
17313,9,0,7,1
46924,6,0,4,1
26198,18,1,6,1
31583,5,0,3,1
42658,20,0,3,1
12981,23,0,4,0
1409,23,1,5,0
24582,18,1,1,0
20394,17,0,1,0
4292,14,0,4,0
20651,1,0,2,0
49282,13,0,6,1
19166,20,0,5,0
35527,9,1,2,1
30832,15,0,4,1
45609,6,0,4,1
49869,7,1,2,1
18930,9,0,3,0
3549,14,0,4,0
31637,7,0,6,1
44508,12,0,7,1
26070,11,1,5,0
8130,7,0,2,0
23257,14,0,3,0
34007,11,0,2,1
13958,10,1,3,0
30702,18,0,3,1
30394,13,0,6,1
25084,17,1,5,0
25838,12,0,4,0
12801,3,1,3,1
47532,16,0,4,1
33843,18,0,5,1
32889,8,0,4,1
38364,22,0,6,1
35503,6,0,6,1
9435,0,0,1,0
18282,6,0,6,1
43394,6,0,3,1
34840,19,0,5,1
15881,6,1,6,1
20175,7,0,2,0
45758,15,1,5,1
17732,2,0,3,0
36920,12,0,5,1
17338,9,0,6,1
35844,17,1,2,1
39527,6,1,1,1
24455,20,0,3,0
38787,20,1,7,1
2670,4,0,3,0
35464,22,0,5,1
37683,23,1,7,1
35107,21,1,7,1
40188,6,1,4,1
13904,21,0,7,1
9727,16,0,4,0
44161,3,0,7,1
24124,23,0,2,0
17874,22,1,1,0
815,15,0,1,0
45489,18,0,7,1
31665,9,0,5,1
48976,2,0,5,1
36910,2,0,4,1
13025,16,0,6,1
9391,9,1,1,0
28191,16,0,6,1
12384,21,1,1,0
48895,16,0,6,1
15885,20,0,6,1
26598,3,0,1,0
35484,20,1,2,1
25089,22,0,2,0
32580,5,0,5,1
38786,11,0,6,1
40459,21,0,6,1
18615,19,1,6,1
9884,16,1,6,1
36706,16,0,6,1
890,9,0,4,0
13923,6,1,3,0
31618,15,0,6,1
10896,12,0,4,0
5949,2,0,2,0
20552,1,0,6,1
615,15,0,2,0
38823,5,1,5,1
41974,5,0,3,1
43292,12,0,1,1
9237,6,1,3,0
7276,4,0,6,1
42197,23,0,6,1
38708,6,0,3,1
45931,1,0,3,1
4361,16,1,5,0
44264,12,1,7,1
41666,20,0,2,1
25739,20,1,1,0
6133,15,0,7,1
12648,19,1,3,0
16990,1,0,1,0
26930,4,0,3,0
2630,17,0,2,0
46662,6,0,1,1
42371,10,0,7,1
9436,10,0,4,0
19572,21,1,2,0
26274,16,0,7,1
14685,15,1,1,0
721,12,0,3,0
33595,21,0,7,1
26905,4,1,3,1
35840,19,0,2,1
46635,15,1,2,1
14310,21,1,7,1
1124,21,0,3,0
42726,15,0,1,1
9525,15,0,7,1
12928,13,0,4,0
15170,5,0,5,0
23197,1,1,2,1
2036,13,0,3,0
43643,15,0,1,1
32480,22,0,2,1
42011,19,1,1,1
17480,12,0,2,0
2226,14,0,3,0
18772,11,0,1,0
42865,8,1,3,1
49702,17,1,1,1
18667,20,0,2,0
27165,13,1,5,0
37426,19,0,5,1
11956,3,1,7,1
40052,7,0,4,1
6660,7,0,4,0
43342,21,0,7,1
49802,21,0,7,1
13461,15,1,6,1
9230,23,0,3,0
48043,9,1,1,1
10123,20,0,4,0
37301,16,0,2,1
31010,0,0,7,1
5951,17,0,5,0
38947,9,1,1,1
43233,20,0,6,1
4532,3,0,5,0
42504,0,0,7,1
25478,3,0,1,0
7450,3,1,7,1
39624,3,0,4,1
43334,16,1,4,1
7446,8,0,3,0
7388,18,0,6,1
42768,12,1,1,1
12550,3,0,6,1
11595,4,0,2,0
5291,12,0,6,1
23828,22,0,7,1
22871,15,1,7,1
4745,21,0,4,0
11580,4,1,3,1
47130,7,0,7,1
14368,15,0,4,0
22381,0,0,5,0
26405,22,0,4,0
11374,5,1,1,1
28199,10,0,3,0
3268,15,0,7,1
20191,4,1,1,1
36834,15,1,2,1
2887,6,0,2,0
49130,18,1,4,1
39852,0,0,3,1
40127,8,0,6,1
14429,17,0,3,0
4289,12,0,3,0
44946,14,0,3,1
20862,2,0,4,0
29719,23,0,1,0
48674,9,1,4,1
9661,8,1,6,1
4200,12,1,1,0
11159,15,0,6,1
34264,2,0,5,1
26066,21,0,5,0
11986,22,0,7,1
11086,14,0,7,1
39286,16,0,1,1
14071,13,1,4,0
36993,6,0,6,1
48208,19,0,6,1
37898,15,0,7,1
15521,20,0,7,1
47711,7,0,2,1
23294,3,0,6,1
48827,19,0,4,1
39035,23,0,2,1
38490,14,0,4,1
1552,4,1,3,1
34228,12,1,6,1
3820,5,0,3,0
42915,4,0,5,1
4051,16,1,5,0
20996,6,0,1,0
648,5,0,6,1
30366,1,0,7,1
25617,10,0,2,0
26558,6,1,3,0
43794,21,1,4,1
39209,20,0,6,1
30326,7,0,1,1
23721,4,0,4,0
16500,17,0,3,0
14958,21,1,6,1
44408,15,0,7,1
49097,13,0,3,1
35568,11,1,6,1
31262,16,1,6,1
42734,4,1,3,1
6856,13,0,3,0
39247,5,0,4,1
40941,14,0,1,1
18065,6,0,3,0
39270,13,1,5,1
17208,17,0,1,0
15506,0,1,5,1
